,name,distance,moving_time,total_elevation_gain,sport_type,id,start_date_local,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,average_watts,kilojoules,device_watts,max_watts,weighted_average_watts,minutes_moving,hour_activity,day_of_week,week_of_year,month,year
1372,Afternoon Run,9.0,2809,96.0,Run,579815665,17-05-2016,"[40.640426, -3.168043]","[40.641281, -3.166277]",11.54,16.2,,,154.9,169.0,735.8,665.0,,,,,,46.82,13,Tuesday,20,5,2016
1373,Evening Ride,5.15,884,82.0,Ride,579816527,16-05-2016,"[40.651413, -3.188248]","[40.641384, -3.166196]",20.99,43.56,87.4,21.0,135.2,163.0,694.0,629.6,127.3,112.5,True,719.0,169.0,14.73,20,Monday,20,5,2016
1374,Evening Ride,21.8,2192,65.0,Ride,579816526,16-05-2016,"[40.642763, -3.16527]","[40.650719, -3.188967]",35.81,48.96,96.2,23.0,150.9,169.0,672.8,620.0,218.5,478.9,True,544.0,229.0,36.53,20,Monday,20,5,2016
1375,Lunch Ride,36.87,4731,616.0,Ride,579816531,14-05-2016,"[40.988655, -3.637458]","[40.9902, -3.636466]",28.05,65.88,86.5,22.0,161.6,191.0,1102.6,918.2,182.1,861.5,True,659.0,212.0,78.85,12,Saturday,19,5,2016
1376,Duatlon Buitrago de Lozoya,54.67,10464,879.4,Ride,579815683,14-05-2016,"[40.991378, -3.637718]","[40.995189, -3.634087]",18.81,69.12,,,166.0,191.0,1095.8,889.8,118.2,1236.6,False,,,174.4,12,Saturday,19,5,2016
1377,Evening Ride,7.58,1049,76.0,Ride,579816485,13-05-2016,"[40.64123, -3.166478]","[40.641104, -3.166368]",26.02,45.36,88.5,16.0,,,714.8,661.0,173.9,182.4,True,731.0,213.0,17.48,20,Friday,19,5,2016
1378,Night Run,8.8,2408,86.8,Run,579815632,06-05-2016,"[40.638159, -3.166939]","[40.638137, -3.166565]",13.15,18.72,,,163.1,181.0,689.7,635.2,,,,,,40.13,21,Friday,18,5,2016
1379,Lunch Run,0.0,1876,0.0,Run,579815642,06-05-2016,[],[],0.0,0.0,,,132.0,167.0,0.0,,,,,,,31.27,12,Friday,18,5,2016
1380,Evening Run,8.0,2645,106.9,Run,579815620,04-05-2016,"[40.641538, -3.167343]","[40.640573, -3.164856]",10.89,17.28,,,147.0,173.0,732.0,679.9,,,,,,44.08,20,Wednesday,18,5,2016
1381,Evening Run,7.51,2255,41.3,Run,563961388,02-05-2016,"[40.642193, -3.164669]","[40.639841, -3.166047]",11.99,21.24,,,156.4,184.0,706.9,635.4,,,,,,37.58,20,Monday,18,5,2016
1382,Morning Run,10.18,2631,42.6,Run,563961359,01-05-2016,"[40.672569, -3.208158]","[40.672437, -3.208193]",13.93,25.92,,,168.4,181.0,688.2,666.2,,,,,,43.85,10,Sunday,17,5,2016
1383,Morning Ride,93.12,13427,1190.0,Ride,560895181,30-04-2016,"[40.640284, -3.165989]","[40.632486, -3.165929]",24.97,68.04,,20.0,143.2,193.0,932.2,626.8,139.8,1877.5,False,,,223.78,8,Saturday,17,4,2016
1384,Afternoon Ride,39.14,5928,589.0,Ride,560895100,29-04-2016,"[40.641153, -3.16634]","[40.641085, -3.166486]",23.77,63.72,,24.0,152.6,183.0,925.8,664.2,138.8,823.0,False,,,98.8,15,Friday,17,4,2016
1385,Morning Ride,73.29,10369,662.0,Ride,560895082,29-04-2016,"[40.641098, -3.166362]","[40.641137, -3.166371]",25.44,50.4,,16.0,137.9,174.0,776.4,656.2,120.3,1247.7,False,,,172.82,9,Friday,17,4,2016
1386,Evening Run,5.99,1845,88.6,Run,563961328,27-04-2016,"[40.641369, -3.166162]","[40.640706, -3.16615]",11.69,25.2,,,163.6,191.0,727.1,679.3,,,,,,30.75,20,Wednesday,17,4,2016
1387,Lunch Run,4.45,1233,35.6,Run,563961312,27-04-2016,"[40.642142, -3.164944]","[40.640424, -3.16543]",12.99,22.32,,,165.1,191.0,721.8,679.6,,,,,,20.55,11,Wednesday,17,4,2016
1388,Morning Ride,34.72,4502,171.0,Ride,560895054,24-03-2016,"[40.641354, -3.166874]","[40.641412, -3.166847]",27.76,48.96,89.9,9.0,142.7,189.0,696.6,600.8,155.6,700.4,True,663.0,196.0,75.03,8,Thursday,12,3,2016
1389,Evening Run,7.0,2099,99.0,Run,563961309,16-03-2016,"[40.626451, -3.152382]","[40.645298, -3.144639]",12.01,19.44,,,,,736.6,683.7,,,,,,34.98,20,Wednesday,11,3,2016
1390,Evening Run,2.73,834,0.0,Run,563961294,16-03-2016,"[40.626308, -3.152203]","[40.630822, -3.148464]",11.79,14.76,,,144.1,158.0,733.2,722.6,,,,,,13.9,19,Wednesday,11,3,2016
1391,Afternoon Run,5.72,1659,45.5,Run,563961264,14-03-2016,"[40.642347, -3.163867]","[40.64094, -3.166284]",12.42,20.88,,,,,734.7,678.6,,,,,,27.65,13,Monday,11,3,2016
1392,Morning Ride,53.15,6487,303.0,Ride,516728130,12-03-2016,"[40.641188, -3.166842]","[40.64095, -3.166365]",29.5,56.16,89.3,4.0,142.2,175.0,688.2,549.4,193.0,1252.3,True,756.0,212.0,108.12,8,Saturday,10,3,2016
1393,Lunch Ride,11.78,1535,79.0,Ride,516728058,11-03-2016,"[40.723596, -3.196978]","[40.641352, -3.166347]",27.63,46.44,87.6,15.0,132.4,154.0,733.6,647.2,130.1,199.7,True,694.0,152.0,25.58,11,Friday,10,3,2016
1394,Morning Ride,39.53,4430,220.0,Ride,516728053,11-03-2016,"[40.641326, -3.166892]","[40.724118, -3.197305]",32.13,70.2,101.1,12.0,154.0,181.0,786.8,659.6,223.8,991.2,True,517.0,237.0,73.83,10,Friday,10,3,2016
1395,Evening Run,1.49,618,20.6,Run,563961225,08-03-2016,"[40.64269, -3.164968]","[40.647509, -3.151102]",8.68,14.4,,,,,705.5,683.5,,,,,,10.3,19,Tuesday,10,3,2016
1396,Morning Run,4.96,1153,57.0,Run,563961229,06-03-2016,"[40.628647, -3.166066]","[40.629027, -3.166388]",15.5,23.04,,,176.7,192.0,742.0,702.2,,,,,,19.22,10,Sunday,9,3,2016
1397,Morning Ride,59.01,7255,450.0,Ride,508925526,05-03-2016,"[40.641214, -3.16639]","[40.641257, -3.159608]",29.28,62.64,100.1,4.0,150.4,179.0,811.2,679.4,189.2,1372.6,True,734.0,210.0,120.92,8,Saturday,9,3,2016
1398,Morning Ride,41.6,6021,257.0,Ride,508925461,04-03-2016,"[40.6412, -3.166701]","[40.641111, -3.166419]",24.87,55.08,91.3,14.0,129.9,184.0,713.4,608.2,140.8,847.8,True,904.0,186.0,100.35,10,Friday,9,3,2016
1399,Evening Run,10.98,3748,158.6,Run,563961213,01-03-2016,"[40.640629, -3.166071]","[40.633833, -3.169345]",10.55,23.4,,,,,741.6,673.5,,,,,,62.47,19,Tuesday,9,3,2016
1400,Morning Run,2.5,691,20.4,Run,563961182,29-02-2016,[],[],13.01,19.44,,,,,688.1,659.0,,,,,,11.52,10,Monday,9,2,2016
1401,Morning Run,5.89,1722,60.1,Run,563961171,23-02-2016,"[40.64097, -3.166416]","[40.640343, -3.16609]",12.31,16.56,,,,,729.1,679.1,,,,,,28.7,8,Tuesday,8,2,2016
1402,Morning Ride,51.2,8406,620.0,Ride,508924458,21-02-2016,"[40.641002, -3.166458]","[40.631428, -3.165212]",21.93,61.92,82.1,14.0,134.8,183.0,924.2,645.2,129.7,1090.5,True,857.0,164.0,140.1,10,Sunday,7,2,2016
1403,Morning Ride,68.3,9722,840.0,Ride,508924430,20-02-2016,"[40.640224, -3.16661]","[40.64057, -3.166043]",25.29,63.72,88.9,9.0,146.6,192.0,840.8,517.8,159.0,1546.0,True,738.0,201.0,162.03,9,Saturday,7,2,2016
1404,Morning Run,5.14,1474,65.5,Run,563961168,18-02-2016,"[40.641001, -3.166409]","[40.641316, -3.165325]",12.55,20.16,,,,,728.8,680.2,,,,,,24.57,9,Thursday,7,2,2016
1405,Evening Run,3.2,902,59.6,Run,563961140,14-02-2016,"[40.639638, -3.165043]","[40.641905, -3.164596]",12.78,20.16,,,,,725.1,683.4,,,,,,15.03,20,Sunday,6,2,2016
1406,Morning Run,3.13,872,44.5,Run,563961127,11-02-2016,"[40.641542, -3.167033]","[40.640948, -3.166329]",12.93,19.08,,,,,726.9,681.0,,,,,,14.53,9,Thursday,6,2,2016
1407,Morning Run,2.56,812,44.2,Run,563961117,09-02-2016,[],[],11.34,17.64,,,,,728.0,682.1,,,,,,13.53,9,Tuesday,6,2,2016
1408,Morning Ride,86.12,11897,1166.0,Ride,508924404,06-02-2016,"[40.641178, -3.16681]","[40.64105, -3.166483]",26.06,61.2,87.4,6.0,149.1,190.0,950.4,678.6,159.6,1898.3,True,762.0,201.0,198.28,9,Saturday,5,2,2016
1409,Morning Ride,32.65,4295,234.0,Ride,508924325,28-01-2016,"[40.640579, -3.166726]","[40.641244, -3.166342]",27.37,52.92,100.9,10.0,144.3,178.0,575.2,470.2,171.8,737.9,True,750.0,192.0,71.58,10,Thursday,4,1,2016
1410,Morning Ride,68.96,8894,499.0,Ride,508924332,23-01-2016,"[40.640771, -3.167129]","[40.641451, -3.166931]",27.91,68.76,95.9,10.0,146.5,190.0,606.2,457.2,165.5,1471.5,True,792.0,199.0,148.23,9,Saturday,3,1,2016
1411,Evening Run,5.27,1387,0.0,Run,563961128,22-01-2016,"[40.62609, -3.152099]","[40.625796, -3.151619]",13.68,18.36,,,168.5,185.0,733.8,726.7,,,,,,23.12,19,Friday,3,1,2016
1412,Lunch Run,0.0,148,0.0,Run,563961111,22-01-2016,[],[],0.0,0.0,,,,,0.0,,,,,,,2.47,11,Friday,3,1,2016
1413,Evening Run,5.11,1483,0.0,Run,563961095,20-01-2016,"[40.626032, -3.152203]","[40.626798, -3.150969]",12.41,20.52,,,154.1,177.0,731.8,726.9,,,,,,24.72,19,Wednesday,3,1,2016
1414,Night Run,4.45,1349,46.3,Run,563961072,18-01-2016,"[40.642353, -3.164739]","[40.640964, -3.166408]",11.89,18.0,,,153.4,167.0,729.4,680.4,,,,,,22.48,21,Monday,3,1,2016
1415,Afternoon Run,3.81,1175,79.6,Run,563961047,17-01-2016,[],[],11.69,16.92,,,138.7,178.0,710.3,643.8,,,,,,19.58,13,Sunday,2,1,2016
1416,Lunch Ride,39.74,6124,629.0,Ride,508924262,06-01-2016,"[40.640721, -3.166432]","[40.641251, -3.166333]",23.36,56.16,86.8,8.0,145.6,181.0,914.4,647.6,159.1,974.0,True,589.0,197.0,102.07,11,Wednesday,1,1,2016
1417,Morning Ride,84.48,13830,1174.0,Ride,508924247,30-12-2015,"[40.639659, -3.165601]","[40.640881, -3.166365]",21.99,59.4,74.2,8.0,136.6,189.0,893.2,554.0,23.1,319.9,True,582.0,143.0,230.5,10,Wednesday,53,12,2015
1418,Morning Ride,71.08,9545,348.0,Ride,508924225,19-12-2015,"[40.639985, -3.165271]","[40.641258, -3.166276]",26.81,55.44,92.9,9.0,142.8,194.0,753.4,594.2,129.9,1240.1,True,762.0,181.0,159.08,9,Saturday,51,12,2015
1419,Morning Ride,86.6,11143,366.0,Ride,449974627,08-12-2015,"[40.641801, -3.165883]","[40.638467, -3.161004]",27.98,44.64,99.1,8.0,147.0,196.0,574.8,479.6,147.0,1637.9,True,749.0,174.0,185.72,8,Tuesday,50,12,2015
1420,Morning Ride,48.94,7197,605.0,Ride,579816444,28-11-2015,"[40.641054, -3.156402]","[40.638497, -3.160841]",24.48,66.24,,12.0,,,971.2,707.8,139.5,1003.9,False,,,119.95,9,Saturday,48,11,2015
1421,Morning Ride,58.08,8319,740.0,Ride,449974603,28-11-2015,"[40.641997, -3.166811]","[40.641565, -3.166575]",25.14,65.88,78.9,11.0,138.4,173.0,890.2,599.8,155.3,1291.9,True,655.0,181.0,138.65,9,Saturday,48,11,2015
1422,Evening Run,5.2,1408,0.0,Run,563961044,25-11-2015,"[40.626072, -3.15212]","[40.625972, -3.151063]",13.29,20.16,,,149.9,172.0,733.7,726.8,,,,,,23.47,20,Wednesday,48,11,2015
1423,Afternoon Run,9.2,3204,87.7,Run,563961039,22-11-2015,"[40.641385, -3.166297]","[40.641003, -3.166441]",10.34,20.16,,,141.9,182.0,710.2,635.1,,,,,,53.4,13,Sunday,47,11,2015
1424,Lunch Run,5.59,1699,0.0,Run,563961015,21-11-2015,"[40.625532, -3.151932]","[40.626348, -3.152116]",11.85,15.84,,,150.3,168.0,733.7,726.8,,,,,,28.32,12,Saturday,47,11,2015
1425,Afternoon Ride,19.01,2459,127.0,Ride,579816426,19-11-2015,"[40.652904, -3.178002]","[40.646348, -3.14152]",27.84,41.04,,19.0,,,698.4,626.2,138.8,341.3,False,,,40.98,17,Thursday,47,11,2015
1426,Evening Run,1.06,187,0.0,Run,435158123,18-11-2015,"[40.626417, -3.150862]","[40.626106, -3.152172]",20.41,28.08,,,192.3,199.0,733.1,726.9,,,,,,3.12,20,Wednesday,47,11,2015
1427,Evening Run,1.59,597,0.0,Run,435158118,18-11-2015,"[40.625558, -3.152104]","[40.626216, -3.152101]",9.57,28.08,,,163.5,189.0,733.3,726.8,,,,,,9.95,20,Wednesday,47,11,2015
1428,Morning Ride,74.6,10963,728.0,Ride,449974593,15-11-2015,"[40.640634, -3.166293]","[40.641144, -3.166406]",24.49,66.96,90.1,15.0,129.2,188.0,899.8,587.6,124.0,1359.1,True,605.0,173.0,182.72,9,Sunday,46,11,2015
1429,Morning Ride,81.39,9976,746.0,Ride,432376283,14-11-2015,"[40.640881, -3.158759]","[40.640806, -3.166389]",29.37,66.96,86.5,13.0,139.6,200.0,761.6,473.4,144.1,1437.8,True,867.0,196.0,166.27,9,Saturday,46,11,2015
1430,Morning Run,9.67,2397,108.6,Run,429458579,08-11-2015,"[40.631209, -3.150607]","[40.631249, -3.150615]",14.52,21.6,,,177.5,195.0,734.4,657.2,,,,,,39.95,10,Sunday,45,11,2015
1431,Morning Run,0.15,36,0.0,Run,429458562,08-11-2015,"[40.630864, -3.149677]","[40.630998, -3.150417]",14.68,18.36,,,162.1,164.0,728.7,727.9,,,,,,0.6,9,Sunday,45,11,2015
1432,Morning Ride,74.67,10952,777.0,Ride,579816445,07-11-2015,"[40.643945, -3.141945]","[40.645105, -3.141936]",24.54,61.92,,19.0,,,929.2,632.6,121.6,1332.3,False,,,182.53,9,Saturday,45,11,2015
1433,Morning Ride,78.79,9959,744.0,Ride,429437038,07-11-2015,"[40.641615, -3.167064]","[40.63962, -3.150406]",28.48,65.88,85.1,18.0,143.5,192.0,800.2,503.2,156.5,1558.7,True,819.0,205.0,165.98,9,Saturday,45,11,2015
1434,Evening Run,8.46,2533,76.4,Run,429458557,04-11-2015,"[40.626638, -3.153086]","[40.625994, -3.152016]",12.02,20.16,,,158.5,181.0,735.6,712.0,,,,,,42.22,19,Wednesday,45,11,2015
1435,Morning Ride,47.6,6870,653.0,Ride,579816427,31-10-2015,"[40.644209, -3.142065]","[40.64376, -3.142884]",24.94,68.76,,15.0,,,976.4,715.6,142.7,980.0,False,,,114.5,9,Saturday,44,10,2015
1436,Morning Ride,82.17,10630,885.0,Ride,429437029,31-10-2015,"[40.641165, -3.166679]","[40.641107, -3.166411]",27.83,61.56,85.0,14.0,148.8,192.0,962.8,627.6,164.4,1747.4,True,850.0,202.0,177.17,8,Saturday,44,10,2015
1437,Evening Ride,12.42,1838,0.0,Ride,422997953,26-10-2015,[],[],24.33,28.44,101.4,21.0,111.6,123.0,691.4,691.4,85.0,156.3,True,125.0,85.0,30.63,18,Monday,44,10,2015
1438,Morning Ride,54.22,8259,606.0,Ride,579816390,24-10-2015,"[40.641253, -3.143015]","[40.641561, -3.166591]",23.64,56.52,,13.0,,,941.4,671.0,115.0,950.1,False,,,137.65,9,Saturday,43,10,2015
1439,Morning Ride,14.55,1800,0.0,Ride,419027814,24-10-2015,[],[],29.11,69.84,101.0,21.0,120.5,164.0,639.2,637.0,104.5,188.0,True,492.0,134.0,30.0,8,Saturday,43,10,2015
1440,Night Run,2.1,739,26.5,Run,429458537,22-10-2015,[],[],10.23,20.52,,,144.1,184.0,694.2,679.3,,,,,,12.32,21,Thursday,43,10,2015
1441,Morning Ride,74.69,10511,1081.0,Ride,419027829,20-10-2015,"[40.640384, -3.166133]","[40.641157, -3.166441]",25.58,70.92,82.9,17.0,157.3,196.0,953.6,657.2,177.2,1862.5,True,755.0,205.0,175.18,10,Tuesday,43,10,2015
1442,Morning Ride,49.55,6544,322.0,Ride,419027810,17-10-2015,"[40.642067, -3.16672]","[40.641309, -3.166216]",27.26,55.44,83.8,12.0,136.1,192.0,707.0,623.0,139.0,909.6,True,611.0,191.0,109.07,8,Saturday,42,10,2015
1443,Evening Ride,38.23,6314,651.0,Ride,419027793,29-09-2015,"[40.638778, -3.164035]","[40.641271, -3.160458]",21.79,65.52,69.3,20.0,134.4,187.0,959.2,684.8,141.5,893.1,True,856.0,202.0,105.23,18,Tuesday,40,9,2015
1444,Morning Ride,87.93,10518,336.0,Ride,419027801,26-09-2015,"[40.641088, -3.1664]","[40.640951, -3.166433]",30.1,57.6,83.6,20.0,144.5,176.0,742.4,651.0,158.8,1670.7,True,634.0,182.0,175.3,8,Saturday,39,9,2015
1445,Rodaje yayos,89.56,11183,1176.0,Ride,400057559,25-09-2015,"[40.639684, -3.165182]","[40.62912, -3.165423]",28.83,63.0,82.7,20.0,158.0,202.0,1085.2,671.8,181.1,2025.8,True,715.0,226.0,186.38,9,Friday,39,9,2015
1446,Rodsje suave,30.99,4040,161.0,Ride,392569319,14-09-2015,"[40.641084, -3.166531]","[40.640423, -3.165802]",27.62,59.04,93.4,24.0,144.4,196.0,694.2,639.4,160.5,648.3,True,767.0,217.0,67.33,18,Monday,38,9,2015
1447,Pareja Guada fuerte,81.85,8452,893.0,Ride,384453265,03-09-2015,"[40.556637, -2.671376]","[40.619484, -3.155679]",34.86,68.4,94.3,25.0,166.9,184.0,1015.6,703.0,246.3,2081.7,True,661.0,256.0,140.87,18,Thursday,36,9,2015
1448,Lunch Ride,73.3,9423,954.0,Ride,381045245,30-08-2015,"[40.640332, -3.166006]","[40.641376, -3.162831]",28.0,73.08,85.8,33.0,,,996.8,669.2,175.1,1649.6,True,659.0,210.0,157.05,11,Sunday,35,8,2015
1449,Morning Ride,22.71,2532,345.0,Ride,381045105,29-08-2015,"[40.642782, -3.164157]","[40.622624, -3.158705]",32.29,68.04,89.6,20.0,,,876.4,635.2,256.1,648.5,True,668.0,269.0,42.2,8,Saturday,35,8,2015
1450,Afternoon Ride,34.59,3869,139.0,Ride,377320007,25-08-2015,"[40.643862, -3.141968]","[40.641296, -3.166206]",32.18,48.24,87.2,33.0,,,709.0,632.2,184.5,714.0,True,807.0,207.0,64.48,17,Tuesday,35,8,2015
1451,Afternoon Ride,39.91,5745,506.0,Ride,377319831,21-08-2015,"[40.64123, -3.166705]","[40.661151, -3.194767]",25.01,64.8,73.1,32.0,,,997.2,661.4,136.3,782.9,True,835.0,178.0,95.75,17,Friday,34,8,2015
1452,"08/16/2015 Guadalajara, Castilla-La Mancha, Spain",87.07,11998,803.0,Ride,371062368,16-08-2015,"[40.641265, -3.166763]","[40.641607, -3.162695]",26.13,71.28,73.1,24.0,,,902.6,613.4,134.8,1616.9,True,769.0,190.0,199.97,8,Sunday,33,8,2015
1453,"08/15/2015 Cañizar, Castilla-La Mancha, Spain",21.14,2530,249.0,Ride,369809047,15-08-2015,"[40.788891, -3.073625]","[40.643554, -3.142407]",30.07,65.16,77.4,24.0,,,777.0,705.2,133.8,338.6,True,700.0,177.0,42.17,10,Saturday,33,8,2015
1454,"08/15/2015 Guadalajara, Castilla-La Mancha, Spain",66.47,8765,592.0,Ride,369809057,15-08-2015,"[40.640941, -3.166774]","[40.787591, -3.072911]",27.3,54.36,90.4,19.0,,,960.0,622.8,167.6,1468.9,True,680.0,211.0,146.08,7,Saturday,33,8,2015
1455,"08/14/2015 Guadalajara, Castilla-La Mancha, Spain",25.3,3040,483.0,Ride,368696192,14-08-2015,"[40.641155, -3.166736]","[40.641374, -3.161232]",29.96,66.24,89.8,25.0,,,984.6,681.2,251.3,764.0,True,604.0,268.0,50.67,9,Friday,33,8,2015
1456,"08/07/2015 Guadalajara, Castilla-La Mancha, Spain",34.96,3659,190.0,Ride,368696165,07-08-2015,"[40.641301, -3.16675]","[40.641892, -3.167586]",34.4,59.4,96.7,35.0,,,689.4,628.2,215.6,788.9,True,898.0,226.0,60.98,18,Friday,32,8,2015
1457,"08/05/2015 Guadalajara, Castilla-La Mancha, Spain",51.56,5667,319.0,Ride,368696176,05-08-2015,"[40.652953, -3.178718]","[40.641863, -3.167027]",32.75,63.0,93.7,35.0,,,774.2,635.2,195.7,1109.2,True,768.0,224.0,94.45,18,Wednesday,32,8,2015
1458,"07/26/2015 Colmenarejo, Comunidad de Madrid, Spain",19.91,1974,172.0,Ride,354812941,26-07-2015,"[40.540738, -4.047039]","[40.540916, -4.04683]",36.31,56.88,94.2,22.0,,,874.4,833.8,282.6,557.9,True,610.0,299.0,32.9,8,Sunday,30,7,2015
1459,"07/25/2015 Guadalajara, Castilla-La Mancha, Spain",5.75,676,52.0,Ride,354812909,25-07-2015,"[40.641353, -3.166751]","[40.640995, -3.163995]",30.64,55.44,74.5,31.0,,,731.2,689.0,271.3,183.4,True,617.0,289.0,11.27,12,Saturday,30,7,2015
1460,Evening Run,5.06,1518,24.4,Run,429458526,22-07-2015,"[40.64157, -3.166629]","[40.643772, -3.175575]",12.01,26.28,,,,,706.8,636.3,,,,,,25.3,20,Wednesday,30,7,2015
1461,Morning Run,1.06,260,13.1,Run,429458518,22-07-2015,[],[],14.64,20.88,,,,,693.7,679.8,,,,,,4.33,10,Wednesday,30,7,2015
1462,"07/21/2015 Guadalajara, Castilla-La Mancha, Spain",50.42,6031,235.0,Ride,351123355,21-07-2015,"[40.640656, -3.166242]","[40.641722, -3.167505]",30.1,62.64,87.8,38.0,,,713.4,637.8,158.2,954.4,True,780.0,205.0,100.52,17,Tuesday,30,7,2015
1463,"07/21/2015 Guadalajara, Castilla-La Mancha, Spain",49.2,6126,368.0,Ride,351123306,21-07-2015,"[40.641169, -3.166719]","[40.640903, -3.166368]",28.91,63.36,89.5,28.0,,,701.8,604.6,154.8,948.6,True,682.0,198.0,102.1,8,Tuesday,30,7,2015
1464,"07/19/2015 Guadalajara, Castilla-La Mancha, Spain",102.53,13203,1193.0,Ride,349276406,19-07-2015,"[40.641075, -3.16673]","[40.640655, -3.166141]",27.96,70.2,82.5,27.0,,,938.6,629.0,165.1,2179.5,True,855.0,207.0,220.05,8,Sunday,29,7,2015
1465,"07/18/2015 Guadalajara, Castilla-La Mancha, Spain",106.43,13023,1016.0,Ride,348702428,18-07-2015,"[40.640108, -3.165186]","[40.640486, -3.165928]",29.42,74.52,91.1,26.0,,,871.6,567.8,172.9,2251.2,True,604.0,212.0,217.05,7,Saturday,29,7,2015
1466,"07/16/2015 Guadalajara, Castilla-La Mancha, Spain",60.16,7409,327.0,Ride,348702374,16-07-2015,"[40.641133, -3.16663]","[40.626512, -3.152069]",29.23,63.0,91.6,36.0,,,723.4,637.8,160.9,1191.8,True,705.0,188.0,123.48,18,Thursday,29,7,2015
1467,"07/12/2015 Guadalajara, Castilla-La Mancha, Spain",100.55,12163,1134.0,Ride,344364329,12-07-2015,"[40.640387, -3.165843]","[40.641608, -3.166606]",29.76,64.8,87.0,28.0,,,1017.0,710.8,185.8,2259.9,True,657.0,219.0,202.72,8,Sunday,28,7,2015
1468,"07/11/2015 Guadalajara, Castilla-La Mancha, Spain",63.58,7200,245.0,Ride,343495725,11-07-2015,"[40.641736, -3.167182]","[40.641408, -3.166912]",31.79,63.36,93.6,22.0,,,697.8,638.2,198.1,1426.0,True,688.0,216.0,120.0,7,Saturday,28,7,2015
1469,"07/09/2015 Guadalajara, Castilla-La Mancha, Spain",57.95,6980,279.0,Ride,342949768,09-07-2015,"[40.641529, -3.166926]","[40.639472, -3.164807]",29.89,59.76,84.1,38.0,,,721.2,626.6,164.4,1147.4,True,852.0,236.0,116.33,18,Thursday,28,7,2015
1470,Morning Run,1.59,450,30.1,Run,430501408,06-07-2015,[],[],12.74,18.72,,,,,710.7,680.0,,,,,,7.5,10,Monday,28,7,2015
1471,"07/06/2015 Guadalajara, Castilla-La Mancha, Spain",16.35,1636,81.0,Ride,342948715,06-07-2015,"[40.641395, -3.166885]","[40.640937, -3.180635]",35.98,58.32,82.6,25.0,,,697.2,610.0,214.8,351.4,True,532.0,221.0,27.27,8,Monday,28,7,2015
1472,Evening Run,10.0,2905,98.1,Run,429458508,03-07-2015,"[40.641651, -3.16675]","[40.640859, -3.166214]",12.39,21.24,,,,,734.2,680.3,,,,,,48.42,20,Friday,27,7,2015
1473,Night Ride,30.43,6516,628.0,Ride,579816386,02-07-2015,"[40.645945, -3.144457]","[40.644434, -3.143309]",16.81,43.2,,26.0,,,898.2,629.2,98.8,644.1,False,,,108.6,21,Thursday,27,7,2015
1474,Evening Run,10.78,3077,116.9,Run,429458495,01-07-2015,"[40.64112, -3.16652]","[40.641278, -3.165474]",12.61,23.76,,,,,730.9,679.3,,,,,,51.28,20,Wednesday,27,7,2015
1475,"06/28/2015 Guadalajara, Castilla-La Mancha, Spain",27.13,3691,148.0,Ride,342948706,28-06-2015,"[40.643159, -3.163207]","[40.640354, -3.165998]",26.47,42.84,94.0,35.0,,,645.0,578.0,119.3,440.4,True,409.0,139.0,61.52,10,Sunday,26,6,2015
1476,"06/27/2015 Pareja, Castilla-La Mancha, Spain",9.8,2749,95.9,Run,334493766,27-06-2015,"[40.556507, -2.671558]","[40.556661, -2.670707]",12.84,18.0,,,,,731.7,709.8,,,,,,45.82,19,Saturday,26,6,2015
1477,"06/27/2015 Pareja, Castilla-La Mancha, Spain",40.48,4086,411.0,Ride,334495600,27-06-2015,"[40.556412, -2.671776]","[40.556784, -2.670942]",35.67,64.08,89.8,37.0,,,811.2,707.2,237.4,969.9,True,575.0,244.0,68.1,18,Saturday,26,6,2015
1478,"06/24/2015 Guadalajara, Castilla-La Mancha, Spain",4.93,1547,70.6,Run,334493761,24-06-2015,"[40.640583, -3.166552]","[40.641401, -3.16562]",11.48,33.84,,,,,706.8,636.3,,,,,,25.78,21,Wednesday,26,6,2015
1479,"06/22/2015 Guadalajara, Castilla-La Mancha, Spain",4.41,1175,47.1,Run,334493731,22-06-2015,[],[],13.5,20.52,,,,,725.2,680.0,,,,,,19.58,21,Monday,26,6,2015
1480,"06/21/2015 Guadalajara, Castilla-La Mancha, Spain",119.0,13945,946.0,Ride,330058738,21-06-2015,"[40.639665, -3.165208]","[40.640848, -3.166286]",30.72,65.88,86.2,29.0,,,954.0,622.0,170.1,2372.4,True,897.0,209.0,232.42,8,Sunday,25,6,2015
1481,"06/20/2015 Pareja, Castilla-La Mancha, Spain",4.93,1133,37.2,Run,329204363,20-06-2015,"[40.556743, -2.671145]","[40.556592, -2.670428]",15.66,20.88,,,,,731.9,709.7,,,,,,18.88,12,Saturday,25,6,2015
1482,"06/20/2015 Pareja, Castilla-La Mancha, Spain",45.33,6254,632.0,Ride,329200216,20-06-2015,"[40.55658, -2.67146]","[40.555271, -2.671769]",26.1,57.6,75.6,28.0,,,1035.2,717.4,150.8,943.3,True,732.0,187.0,104.23,10,Saturday,25,6,2015
1483,Morning Ride,45.29,6317,662.0,Ride,579816363,20-06-2015,"[40.556522, -2.671452]","[40.554749, -2.671715]",25.81,60.12,,28.0,,,1030.8,706.0,149.4,943.6,False,,,105.28,10,Saturday,25,6,2015
