,name,distance,moving_time,total_elevation_gain,sport_type,id,start_date_local,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,average_watts,kilojoules,device_watts,max_watts,weighted_average_watts,minutes_moving,hour_activity,day_of_week,week_of_year,month,year
1260,CA Renera-Moratilla-Tendilla-Pozo ,110.4,12900,1186.0,Ride,937434038,11-04-2017,"[40.639345, -3.164988]","[40.632123, -3.160173]",30.81,59.76,86.7,22.0,144.8,188.0,890.4,566.4,195.7,2525.1,True,756.0,232.0,215.0,9,Tuesday,15,4,2017
1261,Afternoon Run,10.0,2964,41.5,Run,1043145044,10-04-2017,"[40.639866, -3.183509]","[40.640206, -3.183396]",12.15,16.2,,,,,642.2,632.5,,,,,,49.4,17,Monday,15,4,2017
1262,Morning Ride,107.72,13898,1144.0,Ride,936247344,08-04-2017,"[40.641653, -3.167334]","[40.639566, -3.16479]",27.9,64.8,82.3,13.0,138.7,190.0,838.6,542.2,166.5,2313.4,True,903.0,221.0,231.63,7,Saturday,14,4,2017
1263,3*20'/r10' a ritmo,109.62,13735,979.0,Ride,925744971,01-04-2017,"[40.641239, -3.166556]","[40.635362, -3.159111]",28.73,56.16,84.8,12.0,142.5,177.0,937.2,584.0,184.1,2528.6,True,801.0,209.0,228.92,8,Saturday,13,4,2017
1264,Renera-Moratilla-Tendilla,95.2,11673,1155.0,Ride,921895115,31-03-2017,"[40.640756, -3.166429]","[40.624542, -3.150789]",29.36,59.4,86.4,16.0,146.3,194.0,910.0,590.2,187.6,2189.8,True,690.0,234.0,194.55,9,Friday,13,3,2017
1265,CA Tendilla-Peñalver-Iriueste,87.1,10721,1177.0,Ride,919178042,29-03-2017,"[40.640777, -3.166485]","[40.624418, -3.160093]",29.25,65.88,86.6,14.0,150.5,188.0,1009.0,675.2,199.8,2142.3,True,811.0,236.0,178.68,9,Wednesday,13,3,2017
1266,Con Rodri,62.74,8073,636.0,Ride,918990255,28-03-2017,"[40.640477, -3.166443]","[40.64186, -3.166971]",27.98,65.16,84.3,15.0,143.6,188.0,814.2,494.2,189.0,1525.5,True,744.0,209.0,134.55,11,Tuesday,13,3,2017
1267,Ciclistas Alcarreños Escariche-Escopete,99.01,11995,1086.0,Ride,913723886,25-03-2017,"[40.640552, -3.166308]","[40.620916, -3.156926]",29.71,62.64,88.7,11.0,161.8,196.0,920.8,608.2,199.3,2390.1,True,865.0,226.0,199.92,9,Saturday,12,3,2017
1268,Morning Ride,74.14,8565,764.0,Ride,908774921,21-03-2017,"[40.639936, -3.165797]","[40.623021, -3.158907]",31.16,66.96,89.3,16.0,152.8,191.0,901.6,608.4,195.9,1678.1,True,837.0,236.0,142.75,9,Tuesday,12,3,2017
1269,Morning Ride,36.54,4581,233.0,Ride,908774764,18-03-2017,"[40.642678, -3.095785]","[40.639052, -3.163916]",28.72,64.44,81.5,20.0,146.6,186.0,995.2,722.8,149.6,685.2,True,789.0,176.0,76.35,10,Saturday,11,3,2017
1270,Test watios,8.4,1205,295.0,Ride,908774703,18-03-2017,"[40.652615, -3.173631]","[40.642758, -3.095435]",25.09,38.52,88.1,14.0,181.7,190.0,957.0,660.4,307.3,370.3,True,634.0,306.0,20.08,10,Saturday,11,3,2017
1271,Morning Ride,42.68,5812,128.0,Ride,908774712,18-03-2017,"[40.63134, -3.151059]","[40.652166, -3.174479]",26.43,53.28,87.3,10.0,129.1,186.0,759.4,659.0,113.8,661.5,True,924.0,158.0,96.87,8,Saturday,11,3,2017
1272,Morning Ride,81.15,10968,891.0,Ride,908774740,12-03-2017,"[40.642185, -3.166611]","[40.640864, -3.166337]",26.64,56.88,93.0,15.0,152.2,193.0,1022.2,622.6,171.9,1884.9,True,677.0,208.0,182.8,8,Sunday,10,3,2017
1273,Morning Ride,81.97,11311,1020.0,Ride,875706254,22-02-2017,"[40.641099, -3.162645]","[40.636458, -3.161816]",26.09,65.16,86.6,16.0,145.8,178.0,921.4,613.8,169.2,1914.0,True,677.0,197.0,188.52,10,Wednesday,8,2,2017
1274,Afternoon Ride,32.98,4461,202.0,Ride,875706096,21-02-2017,"[40.641119, -3.166552]","[40.640946, -3.166435]",26.61,52.2,91.7,19.0,,,725.0,630.2,145.3,648.1,True,687.0,167.0,74.35,15,Tuesday,8,2,2017
1275,Morning Ride,64.24,8236,748.0,Ride,875706132,21-02-2017,"[40.639526, -3.165149]","[40.638869, -3.160717]",28.08,65.16,90.2,9.0,155.2,194.0,848.0,575.4,192.6,1586.1,True,725.0,216.0,137.27,9,Tuesday,8,2,2017
1276,Morning Ride,79.82,10636,664.0,Ride,872141101,19-02-2017,"[40.640574, -3.166388]","[40.641067, -3.166446]",27.02,68.4,88.8,9.0,144.5,187.0,975.6,630.8,154.0,1637.8,True,718.0,178.0,177.27,8,Sunday,7,2,2017
1277,Morning Ride,60.04,7408,237.0,Ride,872140973,18-02-2017,"[40.641138, -3.166845]","[40.653688, -3.188481]",29.18,50.4,93.2,8.0,149.2,191.0,738.6,649.6,162.9,1206.5,True,665.0,203.0,123.47,9,Saturday,7,2,2017
1278,Evening Ride,9.91,1467,0.0,Ride,872143272,16-02-2017,[],[],24.33,28.8,106.6,16.0,115.9,127.0,668.2,543.4,81.7,119.9,True,119.0,77.0,24.45,19,Thursday,7,2,2017
1279,Morning Ride,26.67,3635,0.0,Ride,872143290,15-02-2017,[],[],26.42,66.96,105.9,17.0,122.1,178.0,683.4,683.2,93.4,339.5,True,453.0,124.0,60.58,10,Wednesday,7,2,2017
1280,Afternoon Run,8.75,2504,30.6,Run,1043145013,10-02-2017,"[40.640712, -3.178348]","[40.640181, -3.179043]",12.58,25.56,,,,,641.8,633.4,,,,,,41.73,17,Friday,6,2,2017
1281,Lunch Ride,10.79,1500,0.0,Ride,872143162,06-02-2017,[],[],25.9,66.6,105.3,19.0,120.9,167.0,576.2,576.0,95.8,143.8,True,476.0,146.0,25.0,12,Monday,6,2,2017
1282,Afternoon Ride,36.02,4971,180.0,Ride,872143172,01-02-2017,"[40.641335, -3.166931]","[40.643605, -3.171341]",26.08,59.04,94.7,10.0,135.8,188.0,695.8,631.4,146.6,729.0,True,863.0,174.0,82.85,14,Wednesday,5,2,2017
1283,Lunch Run,9.99,2499,35.3,Run,1043145018,22-01-2017,"[40.593385, -3.2515]","[40.595532, -3.248896]",14.4,23.76,,,,,649.9,640.2,,,,,,41.65,11,Sunday,3,1,2017
1284,Morning Run,1.19,380,2.6,Run,1043144979,22-01-2017,"[40.593103, -3.251697]","[40.593365, -3.251476]",11.28,27.36,,,,,646.0,642.4,,,,,,6.33,10,Sunday,3,1,2017
1285,Afternoon Run,0.0,1845,0.0,Run,1043144951,17-01-2017,[],[],0.0,0.0,,,,,0.0,,,,,,,30.75,13,Tuesday,3,1,2017
1286,Morning Run,15.14,4546,213.5,Run,1043144995,13-01-2017,"[40.629018, -3.152214]","[40.628568, -3.151925]",11.99,20.52,,,,,831.0,717.5,,,,,,75.77,9,Friday,2,1,2017
1287,Morning Run,12.7,4332,123.7,Run,1043144997,11-01-2017,"[40.626241, -3.15242]","[40.626664, -3.152527]",10.56,18.36,,,,,736.5,711.8,,,,,,72.2,9,Wednesday,2,1,2017
1288,Evening Run,10.06,3140,101.6,Run,1043144963,10-01-2017,"[40.641038, -3.166431]","[40.640886, -3.166341]",11.53,19.08,,,,,733.0,680.1,,,,,,52.33,20,Tuesday,2,1,2017
1289,Morning Ride,62.18,8029,724.0,Ride,825787971,07-01-2017,"[40.64105, -3.166494]","[40.639727, -3.15052]",27.88,54.72,92.3,7.0,149.7,191.0,661.2,539.2,184.8,1484.0,True,714.0,211.0,133.82,10,Saturday,1,1,2017
1290,Morning Ride,55.11,8149,692.0,Ride,825869187,31-12-2016,"[40.640165, -3.165858]","[40.641419, -3.162928]",24.35,56.52,84.7,5.0,,,825.4,529.0,156.7,1276.8,True,835.0,201.0,135.82,10,Saturday,52,12,2016
1291,Evening Run,4.93,1167,53.9,Run,1043144930,30-12-2016,"[40.630642, -3.162411]","[40.63064, -3.162424]",15.22,20.16,,,,,733.0,710.5,,,,,,19.45,18,Friday,52,12,2016
1292,Afternoon Run,0.93,305,12.6,Run,1043144904,30-12-2016,"[40.630542, -3.163575]","[40.630169, -3.162028]",10.94,15.12,,,,,727.5,709.3,,,,,,5.08,17,Friday,52,12,2016
1293,Morning Ride,2.44,282,6.0,Ride,825869087,24-12-2016,"[40.641156, -3.166428]","[40.503739, -3.32859]",31.21,46.8,74.0,14.0,,,477.8,382.4,171.9,48.5,True,522.0,169.0,4.7,9,Saturday,51,12,2016
1294,Morning Ride,79.42,9926,687.0,Ride,825869157,23-12-2016,"[40.641056, -3.166723]","[40.641673, -3.167317]",28.8,61.92,93.4,8.0,,,760.2,436.2,169.3,1680.4,True,748.0,195.0,165.43,9,Friday,51,12,2016
1295,Afternoon Ride,54.31,7122,561.0,Ride,825869105,22-12-2016,"[40.641393, -3.167051]","[40.641231, -3.166335]",27.45,65.52,92.2,11.0,,,716.8,451.2,174.9,1245.9,True,819.0,206.0,118.7,15,Thursday,51,12,2016
1296,Morning Ride,83.0,10806,812.0,Ride,799781619,10-12-2016,"[40.64096, -3.166531]","[40.640637, -3.166147]",27.65,60.84,91.4,11.0,152.4,189.0,859.8,530.6,180.1,1945.8,True,727.0,222.0,180.1,8,Saturday,49,12,2016
1297,Morning Ride,97.24,12437,1179.0,Ride,795323984,06-12-2016,"[40.642812, -3.163775]","[40.640917, -3.166419]",28.14,63.36,87.4,13.0,156.4,191.0,772.2,484.4,180.8,2248.1,True,762.0,216.0,207.28,9,Tuesday,49,12,2016
1298,Morning Ride,56.66,7782,449.0,Ride,795326905,03-12-2016,"[40.555333, -3.1688]","[40.641104, -3.166382]",26.21,59.76,86.6,7.0,135.4,191.0,930.4,659.2,130.3,1014.1,True,895.0,179.0,129.7,9,Saturday,48,12,2016
1299,Morning Ride,3.04,518,138.0,Ride,795326719,03-12-2016,"[40.574307, -3.159757]","[40.556543, -3.168664]",21.15,34.2,90.6,5.0,182.2,188.0,926.6,787.8,342.3,177.3,True,732.0,344.0,8.63,9,Saturday,48,12,2016
1300,Morning Ride,11.84,1773,166.0,Ride,795326672,03-12-2016,"[40.640496, -3.166375]","[40.573997, -3.160297]",24.04,42.12,91.7,6.0,142.6,170.0,803.6,695.0,159.1,282.0,True,686.0,203.0,29.55,9,Saturday,48,12,2016
1301,Morning Ride,62.39,7836,274.0,Ride,795326688,19-11-2016,"[40.641243, -3.166369]","[40.641633, -3.167096]",28.66,55.44,95.4,8.0,137.2,192.0,683.0,590.6,30.9,241.9,True,467.0,115.0,130.6,9,Saturday,46,11,2016
1302,Morning Ride,53.97,6474,488.0,Ride,795326556,18-11-2016,"[40.640543, -3.166415]","[40.641478, -3.163447]",30.01,62.28,95.1,10.0,151.1,194.0,898.8,660.4,193.1,1250.2,True,917.0,226.0,107.9,9,Friday,46,11,2016
1303,Morning Ride,67.77,8326,321.0,Ride,795326593,12-11-2016,"[40.641185, -3.16715]","[40.641161, -3.166394]",29.3,50.04,91.5,8.0,153.5,190.0,622.4,520.2,179.5,1494.5,True,688.0,213.0,138.77,8,Saturday,45,11,2016
1304,Morning Ride,79.09,10181,779.0,Ride,764558061,03-11-2016,"[40.64109, -3.166805]","[40.640625, -3.166447]",27.97,65.88,82.0,18.0,147.5,191.0,957.2,616.2,160.0,1629.3,True,1002.0,189.0,169.68,9,Thursday,44,11,2016
1305,Morning Ride,45.24,6055,460.0,Ride,764558140,29-10-2016,"[40.641002, -3.167019]","[40.641474, -3.166424]",26.9,54.72,85.5,11.0,136.2,179.0,785.2,536.6,147.4,892.5,True,818.0,191.0,100.92,8,Saturday,43,10,2016
1306,Evening Run,2.19,733,34.9,Run,1043144771,20-10-2016,[],[],10.77,15.12,,,,,694.0,664.0,,,,,,12.22,20,Thursday,42,10,2016
1307,Morning Run,10.02,2450,57.4,Run,1043144782,16-10-2016,"[40.753852, -3.166067]","[40.753795, -3.166045]",14.73,23.4,,,,,706.5,673.1,,,,,,40.83,10,Sunday,41,10,2016
1308,Lunch Run,11.0,3460,189.7,Run,1043144783,12-10-2016,"[40.633402, -3.167254]","[40.640009, -3.165967]",11.45,19.08,,,,,830.1,675.0,,,,,,57.67,11,Wednesday,41,10,2016
1309,Morning Ride,80.98,10042,690.0,Ride,764558144,08-10-2016,"[40.64096, -3.162638]","[40.640838, -3.166429]",29.03,58.32,87.3,17.0,137.4,182.0,927.4,596.0,159.7,1604.2,True,763.0,197.0,167.37,8,Saturday,40,10,2016
1310,Morning Ride,87.29,10166,658.0,Ride,764558036,01-10-2016,"[40.641302, -3.161781]","[40.634508, -3.187408]",30.91,70.2,90.5,19.0,147.8,196.0,910.2,597.2,179.8,1827.9,True,712.0,207.0,169.43,8,Saturday,39,10,2016
1311,Morning Ride,69.96,8863,581.0,Ride,722995079,24-09-2016,"[40.641075, -3.160258]","[40.641197, -3.166624]",28.42,69.12,88.3,19.0,150.9,188.0,849.4,514.2,179.4,1589.7,True,776.0,206.0,147.72,8,Saturday,38,9,2016
1312,Afternoon Ride,66.12,8935,882.0,Ride,722283224,22-09-2016,"[40.642605, -3.165925]","[40.640669, -3.166032]",26.64,61.2,85.2,27.0,157.4,200.0,930.4,638.8,160.9,1437.8,True,717.0,206.0,148.92,16,Thursday,38,9,2016
1313,Afternoon Ride,66.12,8935,882.0,Ride,722283205,22-09-2016,"[40.642605, -3.165925]","[40.640669, -3.166032]",26.64,61.2,85.2,27.0,157.4,200.0,930.4,638.8,160.9,1437.8,True,717.0,206.0,148.92,16,Thursday,38,9,2016
1314,Morning Ride,69.96,9342,751.0,Ride,722280579,20-09-2016,"[40.640221, -3.165878]","[40.640767, -3.166191]",26.96,54.0,89.4,17.0,148.6,190.0,950.2,684.8,149.1,1393.3,True,629.0,191.0,155.7,8,Tuesday,38,9,2016
1315,Morning Ride,40.82,5239,463.0,Ride,722280473,03-09-2016,"[40.642302, -3.163152]","[40.611041, -2.894119]",28.05,69.84,89.3,22.0,148.0,196.0,931.8,697.0,192.9,1010.7,True,639.0,225.0,87.32,8,Saturday,35,9,2016
1316,Morning Run,11.01,3577,106.1,Run,1043144796,30-08-2016,"[40.642491, -3.140511]","[40.641793, -3.14272]",11.08,25.92,,,145.9,173.0,770.6,713.0,,,,,,59.62,10,Tuesday,35,8,2016
1317,Triatlón Guadalajara 2016,82.92,9720,844.0,Ride,691557080,27-08-2016,"[40.556739, -2.671064]","[40.626418, -3.151363]",30.71,60.12,89.3,38.0,161.5,188.0,1018.4,716.8,183.9,1787.7,True,591.0,205.0,162.0,15,Saturday,34,8,2016
1318,Morning Ride,43.44,5231,355.0,Ride,690324485,26-08-2016,"[40.640485, -3.1661]","[40.641238, -3.166293]",29.89,51.48,85.9,24.0,144.2,182.0,710.4,582.0,159.8,836.1,True,861.0,202.0,87.18,8,Friday,34,8,2016
1319,Evening Ride,10.67,1441,75.0,Ride,690324399,23-08-2016,"[40.641072, -3.166557]","[40.641304, -3.166224]",26.67,62.28,95.4,30.0,126.4,165.0,631.0,599.6,131.3,189.3,True,711.0,181.0,24.02,20,Tuesday,34,8,2016
1320,Morning Ride,25.95,3260,461.0,Ride,690324401,19-08-2016,"[40.641517, -3.166986]","[40.641102, -3.166492]",28.66,58.32,87.0,24.0,151.2,177.0,957.2,679.4,230.4,751.3,True,621.0,262.0,54.33,8,Friday,33,8,2016
1321,Morning Run,2.89,732,34.3,Run,1043144758,17-08-2016,"[40.641101, -3.166335]","[40.641598, -3.16718]",14.22,21.6,,,163.9,176.0,704.0,680.0,,,,,,12.2,9,Wednesday,33,8,2016
1322,Morning Ride,25.37,3009,0.0,Ride,690324358,17-08-2016,[],[],30.35,65.52,94.5,26.0,121.6,168.0,660.0,657.6,116.6,350.8,True,396.0,157.0,50.15,8,Wednesday,33,8,2016
1323,Night Run,6.7,1843,98.7,Run,1043144756,16-08-2016,"[40.6444, -3.168904]","[40.64091, -3.166314]",13.08,23.4,,,164.4,187.0,725.9,675.9,,,,,,30.72,21,Tuesday,33,8,2016
1324,Afternoon Run,0.92,265,24.6,Run,1043144713,10-08-2016,[],[],12.46,18.0,,,151.0,166.0,705.3,680.0,,,,,,4.42,14,Wednesday,32,8,2016
1325,Lunch Ride,39.74,4505,388.0,Ride,690324350,10-08-2016,"[40.644445, -3.163295]","[40.640859, -3.166234]",31.76,64.08,87.5,29.0,142.3,179.0,839.0,586.2,212.3,956.4,True,791.0,236.0,75.08,12,Wednesday,32,8,2016
1326,Morning Run,13.0,3707,81.7,Run,1043144724,08-08-2016,"[40.652928, -3.054437]","[40.65278, -3.054614]",12.62,16.92,,,161.2,182.0,832.8,774.7,,,,,,61.78,9,Monday,32,8,2016
1327,Morning Ride,54.96,6922,716.0,Ride,690324349,05-08-2016,"[40.64116, -3.166678]","[40.640163, -3.165054]",28.59,75.6,84.4,23.0,143.8,180.0,861.0,605.8,202.6,1402.5,True,772.0,234.0,115.37,8,Friday,31,8,2016
1328,Morning Run,8.3,2237,125.8,Run,1043144699,04-08-2016,"[40.646938, -3.164811]","[40.640257, -3.166848]",13.35,21.6,,,162.5,176.0,733.5,657.0,,,,,,37.28,10,Thursday,31,8,2016
1329,Morning Run,1.2,265,37.8,Run,1043144660,04-08-2016,[],[],16.28,26.28,,,142.4,153.0,668.6,632.0,,,,,,4.42,10,Thursday,31,8,2016
1330,Evening Run,10.63,2891,105.4,Run,1043144703,02-08-2016,"[40.640615, -3.162181]","[40.640464, -3.16615]",13.24,29.52,,,164.4,186.0,736.2,675.0,,,,,,48.18,20,Tuesday,31,8,2016
1331,Evening Run,10.6,3095,140.0,Run,1043144632,30-07-2016,"[40.641187, -3.166596]","[40.641188, -3.166651]",12.33,18.0,,,150.7,180.0,710.6,633.4,,,,,,51.58,20,Saturday,30,7,2016
1332,Circuito Tri de Guada desde Irueste. Watios competición,97.58,11720,895.0,Ride,656265365,27-07-2016,"[40.641973, -3.166876]","[40.641213, -3.166331]",29.97,70.92,88.4,34.0,147.9,181.0,898.6,652.2,177.9,2085.3,True,717.0,206.0,195.33,17,Wednesday,30,7,2016
1333,Evening Run,9.95,3296,61.5,Run,1043144637,26-07-2016,"[40.626083, -3.15209]","[40.626129, -3.152044]",10.86,28.44,,,152.9,194.0,730.0,723.6,,,,,,54.93,20,Tuesday,30,7,2016
1334,Guada-Pálmaces,72.98,12311,1074.0,Ride,656265233,23-07-2016,"[40.64189, -3.166951]","[41.056492, -2.910368]",21.34,54.36,81.9,25.0,134.5,174.0,1031.0,701.6,165.7,2040.1,True,683.0,190.0,205.18,9,Saturday,29,7,2016
1335,Bike Time patata. Alovera-Fontanar fuerte,46.81,5593,230.0,Ride,656265087,21-07-2016,"[40.64396, -3.170307]","[40.639626, -3.165216]",30.13,54.36,90.6,36.0,146.3,191.0,712.4,626.4,177.0,989.9,True,784.0,216.0,93.22,17,Thursday,29,7,2016
1336,Morning Run,15.73,4956,123.5,Run,1043144601,20-07-2016,"[40.626041, -3.152136]","[40.626612, -3.152314]",11.43,29.16,,,156.4,188.0,736.1,718.0,,,,,,82.6,8,Wednesday,29,7,2016
1337,Night Run,6.45,2046,86.4,Run,644453980,17-07-2016,"[40.641155, -3.166488]","[40.641152, -3.166579]",11.34,20.52,,,150.6,180.0,727.2,679.3,,,,,,34.1,21,Sunday,28,7,2016
1338,Morning Ride,28.83,3452,353.0,Ride,644443858,16-07-2016,"[40.641333, -3.166832]","[40.641155, -3.166344]",30.06,59.04,89.7,23.0,149.7,190.0,847.8,660.0,207.1,715.1,True,752.0,240.0,57.53,8,Saturday,28,7,2016
1339,Night Run,12.46,3723,114.0,Run,644550138,12-07-2016,"[40.641753, -3.167189]","[40.641159, -3.166627]",12.05,20.16,,,156.1,172.0,688.2,634.0,,,,,,62.05,21,Tuesday,28,7,2016
1340,Vuelta post test,39.75,5518,379.0,Ride,632874937,06-07-2016,"[40.56326, -3.164985]","[40.626592, -3.166189]",25.93,64.44,79.2,29.0,128.2,172.0,893.8,685.6,122.9,678.3,True,753.0,164.0,91.97,20,Wednesday,27,7,2016
1341,Test Chilo,2.85,424,126.0,Ride,632874878,06-07-2016,"[40.574377, -3.159786]","[40.558337, -3.168137]",24.16,37.08,96.6,32.0,186.2,191.0,881.0,754.4,385.9,163.6,True,838.0,373.0,7.07,20,Wednesday,27,7,2016
1342,Pre test chilo,12.73,1901,170.0,Ride,632874877,06-07-2016,"[40.642013, -3.16678]","[40.574344, -3.159773]",24.11,54.0,90.6,33.0,133.5,176.0,761.8,653.2,154.4,293.5,True,757.0,183.0,31.68,19,Wednesday,27,7,2016
1343,Morning Ride,86.92,10007,356.0,Ride,632874924,03-07-2016,"[40.641126, -3.166759]","[40.641157, -3.1663]",31.27,68.4,92.7,30.0,147.1,193.0,669.8,571.6,173.2,1733.5,True,847.0,207.0,166.78,8,Sunday,26,7,2016
1344,Morning Run,10.0,3059,0.0,Run,644550092,01-07-2016,"[40.626238, -3.152021]","[40.626035, -3.152169]",11.76,25.92,,,152.1,196.0,733.2,726.8,,,,,,50.98,9,Friday,26,7,2016
1345,Evening Run,12.76,3729,53.4,Run,644550045,29-06-2016,"[40.64104, -3.166406]","[40.628744, -3.169915]",12.32,24.84,,,156.6,181.0,736.8,682.8,,,,,,62.15,19,Wednesday,26,6,2016
1346,Test 20' ,34.61,4170,269.6,Ride,623337423,28-06-2016,"[40.641567, -3.167164]","[40.641093, -3.166372]",29.88,55.8,90.3,26.0,143.1,189.0,733.6,586.2,174.2,726.3,True,722.0,222.0,69.5,8,Tuesday,26,6,2016
1347,Con Recena,58.46,7110,300.0,Ride,623340861,25-06-2016,"[40.640609, -3.166251]","[40.640893, -3.166396]",29.6,63.72,88.5,21.0,136.1,162.0,683.2,589.4,177.5,1262.0,True,569.0,195.0,118.5,7,Saturday,25,6,2016
1348,Lunch Run,6.74,1975,41.9,Run,644549995,23-06-2016,"[40.638901, -3.164188]","[40.639728, -3.166009]",12.29,20.88,,,167.1,185.0,733.4,673.5,,,,,,32.92,12,Thursday,25,6,2016
1349,Yayos Muriel-Tamajón,128.21,15275,1293.0,Ride,613989750,19-06-2016,"[40.640525, -3.166229]","[40.64119, -3.166417]",30.21,64.08,86.6,23.0,145.3,190.0,929.2,518.2,185.9,2839.1,True,881.0,224.0,254.58,8,Sunday,24,6,2016
1350,BIke Time Tri ,74.66,9381,469.0,Ride,613263515,18-06-2016,"[40.640526, -3.166257]","[40.641124, -3.166379]",28.65,56.88,87.9,21.0,136.2,187.0,633.6,510.8,166.7,1564.0,True,744.0,206.0,156.35,8,Saturday,24,6,2016
1351,Morning Ride,51.61,8428,595.0,Ride,613287000,15-06-2016,"[40.642029, -3.166685]","[40.640876, -3.166349]",22.04,59.4,78.6,22.0,118.9,180.0,948.4,690.0,118.8,1000.9,True,623.0,156.0,140.47,9,Wednesday,24,6,2016
1352,Lunch Ride,37.34,4556,148.8,Ride,613297566,14-06-2016,"[40.641393, -3.16695]","[40.639788, -3.165039]",29.51,48.96,93.0,,132.2,165.0,716.0,643.4,156.6,713.5,True,796.0,186.0,75.93,11,Tuesday,24,6,2016
1353,Night Run,11.01,3209,141.4,Run,644549971,13-06-2016,"[40.640854, -3.166216]","[40.640504, -3.165841]",12.35,20.52,,,161.4,175.0,741.9,674.2,,,,,,53.48,21,Monday,24,6,2016
1354,Yayos,82.99,10093,878.0,Ride,606766176,12-06-2016,"[40.64066, -3.166314]","[40.640903, -3.166307]",29.6,55.8,88.4,24.0,151.0,189.0,958.2,636.0,190.6,1923.3,True,871.0,226.0,168.22,8,Sunday,23,6,2016
1355,Morning Ride,58.7,7698,586.0,Ride,604644941,10-06-2016,"[40.640658, -3.166392]","[40.640764, -3.166245]",27.45,58.32,91.4,26.0,143.3,194.0,932.4,681.0,174.1,1340.3,True,688.0,209.0,128.3,8,Friday,23,6,2016
1356,Evening Ride,35.63,3740,106.0,Ride,604644826,09-06-2016,"[40.641773, -3.167221]","[40.637525, -3.196121]",34.29,54.0,96.3,32.0,147.9,163.0,684.8,640.0,198.4,741.9,True,478.0,211.0,62.33,20,Thursday,23,6,2016
1357,Morning Ride,96.69,12479,1186.0,Ride,601397536,07-06-2016,"[40.640647, -3.166471]","[40.639618, -3.16483]",27.9,61.92,86.8,26.0,152.6,189.0,905.4,605.0,194.8,2431.3,True,687.0,227.0,207.98,8,Tuesday,23,6,2016
1358,Night Run,5.8,1621,47.9,Run,644549956,03-06-2016,"[40.649384, -3.171845]","[40.641126, -3.166425]",12.89,19.8,,,163.0,180.0,683.4,634.9,,,,,,27.02,21,Friday,22,6,2016
1359,Evening Run,2.69,885,21.5,Run,644549926,03-06-2016,"[40.641752, -3.166805]","[40.649654, -3.171758]",10.95,17.28,,,142.8,161.0,706.8,636.2,,,,,,14.75,20,Friday,22,6,2016
1360,Lunch Run,0.0,40,0.0,Run,644549916,03-06-2016,[],[],0.0,0.0,,,104.8,132.0,0.0,,,,,,,0.67,11,Friday,22,6,2016
1361,Hontoba-Escopete-Escariche,102.49,12996,1069.0,Ride,595054913,01-06-2016,"[40.641121, -3.166532]","[40.62255, -3.15863]",28.39,68.4,88.5,25.0,145.9,178.0,948.4,644.0,184.9,2403.2,True,739.0,207.0,216.6,10,Wednesday,22,6,2016
1362,Evening Run,9.08,2818,100.8,Run,644549902,29-05-2016,"[40.64246, -3.16493]","[40.639619, -3.162617]",11.6,19.8,,,148.7,160.0,710.7,635.0,,,,,,46.97,19,Sunday,21,5,2016
1363,Juarros carrera a pie,10.2,2642,32.3,Run,591504932,28-05-2016,"[41.029385, -4.525005]","[41.03089, -4.520054]",13.9,20.88,,,167.9,178.0,859.0,841.3,,,,,,44.03,18,Saturday,21,5,2016
1364,Bici tri de Juarros ,40.09,4152,164.0,Ride,591504934,28-05-2016,"[41.029299, -4.525068]","[41.029114, -4.524577]",34.76,59.04,93.6,20.0,163.6,181.0,884.2,826.0,224.9,933.7,True,505.0,231.0,69.2,16,Saturday,21,5,2016
1365,Evening Run,4.48,1157,57.1,Run,588603491,25-05-2016,"[40.641139, -3.166457]","[40.640819, -3.166172]",13.92,21.24,,,172.2,185.0,727.4,679.4,,,,,,19.28,20,Wednesday,21,5,2016
1366,Evening Run,36.56,4026,227.1,Ride,588603490,25-05-2016,"[40.642687, -3.173329]","[40.641066, -3.166368]",32.7,52.27,,,150.2,177.0,713.7,639.0,202.5,815.4,False,,,67.1,19,Wednesday,21,5,2016
1367,Evening Ride,37.34,4113,179.0,Ride,588595471,25-05-2016,"[40.641149, -3.166515]","[40.641127, -3.166362]",32.69,48.96,97.0,20.0,149.1,177.0,707.4,640.0,196.8,809.4,True,819.0,211.0,68.55,19,Wednesday,21,5,2016
1368,Night Run,4.84,1482,61.6,Run,588603433,24-05-2016,"[40.641107, -3.166622]","[40.640119, -3.161907]",11.75,21.24,,,152.2,180.0,729.9,680.1,,,,,,24.7,21,Tuesday,21,5,2016
1369,Morning Ride,107.14,13382,1030.0,Ride,582970295,21-05-2016,"[40.642256, -3.166575]","[40.641106, -3.166501]",28.82,59.4,88.1,25.0,140.2,193.0,881.2,595.4,155.7,2083.1,True,832.0,197.0,223.03,8,Saturday,20,5,2016
1370,Evening Run,7.07,2068,41.0,Run,588603398,20-05-2016,"[40.641112, -3.166516]","[40.642648, -3.168443]",12.3,16.92,,,154.7,173.0,682.8,635.1,,,,,,34.47,20,Friday,20,5,2016
1371,Evening Run,8.23,2431,38.5,Run,580877866,18-05-2016,"[40.626599, -3.152476]","[40.626287, -3.152216]",12.19,27.36,,,157.6,183.0,734.7,719.2,,,,,,40.52,19,Wednesday,20,5,2016
